Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Will you go away	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time to shut up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time to shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time to hush up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time to hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please say your done now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time to be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you please go away	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time for you to hush up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time for you to hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time for you to be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
That's enough out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
That's enough from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
That's enough	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time to be quiet now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Zip it!	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
You can stop talking now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
You can shut up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
You can just shut up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
You can just be quiet now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
You can hush up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you stop talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you please be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you shush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you please zip it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you please stop talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you please shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you please shush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you please hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Stop your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Will you zip it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Quiet, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Talk to the hand	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut up already	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shhh	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut up your mouth	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Read my lips: be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut up, please	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Quiet time	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Put a sock in it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Put a cork in it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please zip it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please stop talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Zip it, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Read my lips: zip it	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Silence is golden	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please shush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Stop with the noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Stop talking, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Stop talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Stop it with the noise already	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Stop flapping your jaw	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut up your face	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Silence!	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Stop your talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut your yap	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut your trap	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut your pie hole	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut your mouth	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut your face	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut up, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Shut up, will ya	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Stop all your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I would really enjoy hearing you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Aren't you going to sing a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Don't you want to sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Go ahead and sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Have you ever sung a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Hum a tune	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Hum a tune for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I need to hear you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I would appreciate if you sang a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I would just love to hear you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I would love for you to sing to me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Do you sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I would love to hear your singing voice	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Do you know how to sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I would really enjoy hearing you sing a pretty song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I would sure enjoy hearing you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I'd love a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I'd love it if you'd sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I'd love to hear you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I'd love you to sing for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
It's time for you to sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
It's time for you to sing a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
May I please hear your singing voice?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Oh please sing for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
I would love to hear you sing	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Aren't you going to sing for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Aren't you going to sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Aren't you going to sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can I hear your singing voice?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you please sing a song to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you please sing me a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing a little song for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing a little song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing a song for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing a song to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Don’t you want to sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing a tune?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Sing a song to me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing me a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing me something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing something for me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Come on sing a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Do you ever sing?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Do you know any songs?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Do you know any tunes?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Do you know how to hum a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Can you sing a song?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Won't you sing me a ditty?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Will you sing a tune for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Will you sing for me	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Will you sing me a song	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Will you sing me something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Will you sing something?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
Will you sing to me?	Row, row, row your boat gently down the stream! That's all I know.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	61
